,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
27,-616.01605,255.94322,154.23679,40.013348,-43.68756,-72.45681,-52.253525,-10.986468,20.049225,24.251608,5.88803,-17.217691,-28.01205,-21.176876,-4.477549,8.852112,10.222897,0.98853326,-10.146371,-14.48668
28,-737.49994,201.72942,121.21804,30.591333,-36.22453,-60.177734,-44.22023,-9.26747,19.645489,27.717184,15.999658,-3.06581,-15.517208,-15.117651,-5.5666056,4.2041483,7.119202,2.4870927,-4.5727534,-7.8838563
29,-639.3002,266.82764,156.74757,36.31502,-50.453598,-77.4373,-52.285057,-6.67016,25.358593,26.926311,4.4380336,-21.449135,-32.055748,-22.670525,-3.2340596,11.057105,11.092471,-0.6295085,-13.579703,-17.904783
30,-749.18835,218.36885,132.85712,34.58716,-39.205986,-66.55294,-50.438618,-13.357871,17.926447,27.387962,15.674031,-4.1019382,-17.109034,-16.497698,-5.9557776,5.020028,8.6973095,4.128213,-3.4859788,-7.622286
31,-689.64716,236.11034,140.64223,36.138966,-40.86093,-67.78392,-49.41787,-11.6161375,17.006617,21.154955,4.6238823,-16.271734,-25.893518,-19.357641,-3.8511503,8.429729,9.556706,0.7771886,-9.74833,-13.774438
32,-655.38,240.20432,140.43896,29.872332,-48.448883,-72.04599,-48.0581,-5.132899,25.804996,29.083729,9.981324,-13.0542965,-22.983543,-15.237776,1.4734687,13.686092,13.265458,2.290561,-9.817835,-14.170719
33,-704.7971,217.24585,129.59045,31.243523,-41.40705,-67.300705,-50.5593,-14.513719,14.137426,20.3505,6.678258,-12.451461,-22.36357,-17.659733,-4.043223,7.5673437,9.416157,1.8601295,-8.208476,-13.1580515
34,-640.871,266.97345,158.24275,38.240032,-48.135162,-77.126144,-54.845306,-10.728568,22.045294,26.108177,6.4478025,-17.913725,-29.080109,-21.619787,-3.9603786,9.922933,11.14401,1.2728196,-10.376844,-14.698126
35,-693.72034,212.69302,126.12397,29.487888,-41.477184,-66.03,-48.768852,-13.009102,14.69609,19.748846,5.0811467,-14.609431,-24.58776,-19.608053,-5.5436115,6.4752617,8.596993,1.1316347,-8.97597,-14.066559
36,-602.83563,236.4188,146.98557,46.394623,-27.87569,-54.025974,-36.8214,-0.42544544,27.585516,32.11156,16.281267,-4.5062594,-14.973808,-9.825642,4.5796127,16.546614,17.960129,9.381362,-1.7239398,-7.272381
37,-703.2678,195.4,112.3321,20.976507,-44.65046,-65.58592,-45.266113,-6.610064,23.599657,29.579418,13.179251,-11.04513,-26.944181,-26.660563,-14.038249,0.23944232,6.7596216,3.1535337,-5.6351523,-12.044696
38,-613.3635,226.58693,135.01492,32.377853,-42.279858,-66.68157,-46.93195,-9.25748,17.656391,19.195293,0.13559882,-22.307016,-32.028515,-24.40631,-7.316945,6.3332267,8.193063,-0.5076793,-11.326382,-15.6699095
39,-648.6571,261.61047,152.95288,33.63792,-53.365463,-82.22668,-59.382404,-15.021315,17.748854,21.869179,2.429509,-21.315826,-31.50589,-23.116096,-5.0390906,8.516513,8.813623,-2.0988343,-14.419216,-18.780252
40,-656.37524,231.37744,136.2172,29.340902,-48.39352,-72.890175,-49.508553,-5.390367,28.750988,36.215225,20.434011,-1.6485252,-13.227696,-8.471211,5.8247643,17.260193,17.422722,7.2392964,-5.052283,-10.785508
41,-608.8632,246.92068,148.36084,39.121166,-40.854893,-68.47322,-49.33894,-10.372375,18.610327,21.930021,3.9645443,-18.07668,-28.047058,-21.168295,-5.193295,7.161182,7.8868914,-1.3731835,-11.972871,-15.553869
42,-648.0597,231.93999,140.30122,38.47972,-36.705116,-63.67115,-46.565586,-9.520548,19.682974,25.681374,11.144144,-8.788227,-18.936516,-13.976538,0.04467092,11.773258,13.261142,5.061437,-5.5164895,-10.554008
43,-637.9619,233.20781,136.70766,31.051,-46.829407,-73.905685,-54.906727,-15.623274,14.682814,20.351841,4.711652,-16.05408,-26.079535,-20.193752,-5.234815,6.7702007,7.8315954,-0.9322523,-11.5308695,-15.806006
44,-636.6225,225.34709,134.89322,34.64461,-39.36894,-66.10458,-49.571304,-13.740724,14.269575,19.35493,4.387762,-15.65301,-25.905989,-21.14043,-7.3877325,4.171149,5.8115907,-1.8757193,-11.733522,-16.104029
45,-658.62506,267.846,163.48846,47.503136,-37.913456,-68.23723,-49.163883,-8.82712,21.399609,24.907776,6.227356,-16.610275,-26.522549,-18.407444,-0.50913835,13.498579,14.771098,4.7544007,-7.4349203,-12.561571
46,-576.3763,251.20654,155.61575,46.943203,-33.62496,-63.243084,-46.63544,-9.729998,18.366558,21.998877,5.062266,-16.117886,-25.741186,-18.939121,-3.1453767,9.21717,10.116446,0.89156616,-10.094651,-14.403014
47,-676.5379,257.16364,155.1377,40.545784,-41.94246,-68.45407,-45.156395,-0.27995095,34.120132,40.439674,22.274868,-2.538246,-16.181198,-12.319276,2.1106133,14.243933,15.202562,5.648494,-6.162428,-11.478488
48,-673.8275,267.28638,162.62538,47.54167,-37.139038,-66.56975,-46.307167,-4.668697,26.545206,30.72115,12.132509,-11.233883,-22.106274,-15.250915,1.3912631,14.472432,15.362932,5.5231853,-6.1214213,-10.719604
49,-716.8571,209.61375,123.50436,26.1032,-43.002445,-63.039146,-39.565525,1.9091344,33.04397,38.495594,21.665094,-1.3680801,-14.636794,-12.313767,-0.21217096,10.484649,12.000926,4.787152,-4.293891,-8.056279
50,-733.758,215.95169,134.6184,40.964935,-29.37992,-55.98859,-41.219677,-6.3160925,23.050676,31.000547,17.840452,-3.813661,-19.229496,-20.776844,-11.17564,0.4718222,5.969288,3.176301,-3.7916708,-8.691063
51,-625.6125,263.51553,165.1427,53.753815,-28.211103,-57.49593,-39.77958,-2.0532594,25.761032,28.181385,9.612867,-12.7804785,-22.752666,-15.659677,0.52314395,12.884843,13.312807,3.468864,-7.879229,-12.18229
52,-655.1483,243.83621,148.75066,42.04814,-36.354233,-63.659706,-45.39594,-7.7237625,20.113693,22.835564,4.6193514,-17.760246,-28.215523,-21.782526,-5.950046,6.669247,7.855339,-1.2448068,-12.396559,-17.191444
53,-575.8805,230.6802,140.23141,39.041096,-35.644855,-62.310913,-45.73758,-10.078383,17.172592,21.130547,5.0291214,-15.801537,-26.160387,-20.79071,-6.0453196,6.4967566,8.832663,1.4315071,-8.511529,-13.202515
54,-633.7285,257.5776,150.87955,33.35743,-52.237617,-80.608826,-58.05774,-14.170658,18.217228,22.304153,3.0375144,-20.676369,-31.0836,-23.15114,-5.5171423,7.896386,8.414289,-2.0081613,-13.806662,-17.812216
55,-618.51526,264.45746,157.90074,40.995552,-44.26792,-72.931595,-51.403202,-9.189017,21.469374,24.338589,4.71235,-18.449629,-27.842535,-19.00032,-0.9708969,12.186905,12.068699,1.0079,-11.195967,-15.348201
56,-666.8107,267.0883,158.55649,39.572685,-47.520546,-76.6895,-54.812897,-11.270798,21.277782,25.632645,6.3147683,-17.862354,-28.96595,-21.600477,-4.1646776,9.447054,10.350534,0.10477213,-11.983059,-16.649496
57,-574.5051,209.39523,129.68951,38.16089,-30.407022,-57.17227,-45.130478,-14.737558,9.955066,15.09317,2.3758614,-15.537089,-25.393446,-22.01824,-10.154869,0.52630466,2.9519715,-2.937735,-11.3127985,-15.443949
58,-655.6616,252.36913,150.81906,38.856117,-43.541958,-72.387665,-52.856293,-12.125651,19.04742,24.186335,7.15611,-15.011069,-25.646852,-19.428972,-3.7219307,8.812262,9.916082,0.8759276,-9.813956,-13.614252
59,-642.3321,262.94223,162.68053,48.12607,-36.157635,-67.03969,-50.386005,-12.921075,15.736982,19.471575,2.2190979,-18.945652,-27.922703,-20.170357,-3.6525033,8.814963,9.167644,-0.91490024,-12.491577,-16.8267
60,-633.3773,242.51268,142.56401,32.319504,-47.514103,-73.99531,-52.55546,-11.071479,19.856173,24.127327,6.211171,-16.22871,-26.575462,-19.7352,-3.5350776,9.026433,9.761135,0.22937511,-10.813409,-14.799837
61,-672.6995,242.8187,142.99446,32.23048,-47.97468,-74.25099,-52.95898,-12.199993,17.475163,20.726927,2.715186,-18.527966,-26.771128,-18.219597,-1.8075951,9.199345,7.417256,-4.017228,-15.0649805,-17.001097
62,-680.74176,246.15414,151.00998,44.918163,-33.08612,-60.761467,-43.047283,-5.356345,23.522549,27.939537,11.439206,-9.893741,-20.231182,-14.36574,0.7963983,13.052778,14.245081,5.299363,-5.841884,-10.811824
63,-625.24316,235.8618,141.9125,37.71652,-38.578396,-65.98287,-48.673878,-11.179216,18.32126,24.420275,9.975312,-9.914885,-20.270792,-16.176113,-3.9465146,5.3383183,4.6660547,-4.3704047,-13.86525,-16.126905
64,-669.10614,232.52605,142.37016,40.00772,-36.627327,-64.6418,-48.32585,-12.161353,15.808683,20.152254,3.813601,-17.72022,-28.831354,-23.838509,-8.813749,4.611999,8.022417,1.3895272,-8.377543,-13.455551
65,-686.8982,235.13768,151.92596,56.44186,-15.340668,-42.891647,-30.048977,1.0659393,25.168953,28.192234,12.510489,-7.936966,-18.771736,-14.666302,-1.1713077,10.874601,13.460699,6.4013925,-3.8048835,-9.5156
66,-627.7758,247.83136,153.12227,45.717255,-34.90892,-65.18972,-49.634743,-13.449483,14.702488,19.22145,3.245776,-17.538246,-27.651217,-21.93749,-7.0813065,5.041007,6.4239116,-2.0349371,-12.526414,-16.908339
67,-706.97833,234.76382,144.58263,43.059013,-33.13075,-62.063515,-47.33994,-11.827265,17.488136,24.971947,12.262184,-6.853246,-17.855911,-14.931661,-3.028434,7.569949,9.341797,2.3715446,-6.9720454,-11.521448
68,-692.31934,227.9867,132.18721,26.576376,-49.297005,-73.71229,-52.09599,-11.2046585,19.27421,23.690454,6.4320116,-15.551314,-25.889927,-19.480282,-3.7769368,8.646598,9.63165,0.49137345,-10.362523,-14.5055685
69,-661.89685,241.04088,148.73181,41.40126,-37.970512,-66.04283,-48.024223,-10.031817,18.79586,22.840467,5.8249793,-15.857464,-26.263987,-20.258064,-4.9287376,7.417553,8.661359,-0.11555983,-10.81783,-15.154765
70,-704.72565,223.57347,137.91306,39.27167,-33.54571,-59.831795,-43.645206,-8.009422,20.228785,25.825434,11.133008,-9.406483,-20.787006,-17.131792,-3.8103228,8.268067,11.067086,4.416537,-5.223759,-10.39702
71,-701.18964,217.4175,132.42569,35.716476,-35.49712,-59.226456,-38.990734,1.3809726,33.881298,42.025757,27.071898,3.4654438,-12.739389,-14.0198555,-4.086851,6.9536476,10.649217,5.576631,-3.127199,-8.626331
72,-623.8474,259.0696,156.19562,42.265175,-41.250378,-70.72857,-51.736496,-12.034808,17.526213,20.96024,2.819498,-19.112898,-28.351019,-20.34476,-3.30889,9.495136,9.872743,-0.2829713,-11.912251,-16.260218
73,-637.06506,264.9654,156.54878,36.276173,-50.6251,-79.10679,-55.826683,-11.035466,21.745155,25.463469,5.4582705,-18.775877,-29.118141,-20.644312,-2.4026408,11.3098345,11.672898,0.8019521,-11.400175,-15.596198
74,-593.3375,215.0758,127.45582,28.352919,-45.763405,-72.726616,-56.314587,-19.664919,10.398088,18.628855,6.887478,-11.099587,-21.173105,-18.052036,-6.9986157,1.9354727,1.9656272,-5.887855,-14.559423,-16.85706
75,-618.20746,252.857,147.76091,33.96798,-48.923183,-76.075676,-53.75026,-10.711772,21.101576,25.05027,5.9039354,-17.804712,-28.46631,-20.841803,-3.2265797,10.491676,11.337338,0.77122194,-11.89541,-17.235254
76,-691.56604,226.70395,134.34187,30.873283,-44.336945,-68.11468,-45.443813,-2.2102041,31.715874,39.215458,22.460394,-2.4847252,-18.367487,-17.60996,-4.961584,8.179896,12.591389,7.0010133,-2.5839589,-8.443118
77,-692.1176,214.5432,138.29553,48.97424,-19.206144,-47.204807,-37.19887,-7.663348,18.672323,27.421469,18.553698,2.8237977,-7.5991826,-7.2017326,0.83333826,8.590033,9.78633,3.9809167,-3.9795866,-8.210673
78,-619.9672,234.21037,139.22197,34.97919,-41.98011,-68.59301,-50.036003,-12.021744,16.733606,20.805674,3.816387,-17.904974,-28.431787,-22.482641,-7.026102,5.7050047,7.4448853,-0.9949692,-11.708041,-16.393414
79,-680.3946,191.30577,111.0986,19.1878,-46.63534,-65.92534,-43.214096,-2.2622592,29.39297,35.98386,19.731363,-4.3765063,-20.119387,-20.119211,-8.5332575,4.1499352,9.328917,5.564576,-1.9596056,-6.446048
80,-817.8268,164.55984,100.53978,28.744839,-26.130491,-47.920506,-38.436314,-13.46536,7.8695383,14.081511,5.669425,-7.9416265,-16.253513,-14.562015,-5.788056,2.9451592,5.832493,2.1181602,-4.2774653,-8.275912
81,-608.0249,202.64061,128.46765,43.82989,-21.32141,-47.79279,-37.743942,-9.702837,14.073593,20.406693,10.178073,-5.556543,-14.8657675,-12.821819,-3.294803,5.4035,7.05606,1.5843129,-5.872325,-9.420381
82,-659.35944,267.26065,164.1913,48.189873,-37.282963,-67.44772,-47.98036,-6.7755575,24.562963,28.98649,10.412533,-13.38918,-25.061161,-18.836882,-2.2068572,11.559413,13.578243,4.818883,-6.23425,-10.799233
83,-677.6156,241.69156,148.41243,43.04365,-35.14727,-63.057186,-45.696537,-8.52112,19.845322,24.045456,7.57411,-13.547232,-23.693846,-17.82262,-2.8501863,9.219025,10.434683,1.8278652,-8.712473,-13.066928
84,-664.2715,173.8783,102.710464,19.930693,-41.55981,-63.13696,-47.158455,-12.636567,17.078669,27.143805,17.153526,-1.9843878,-16.776157,-19.602154,-11.954256,-1.324775,4.989411,4.5167108,0.05675112,-3.5217826
85,-672.8447,239.36214,148.02979,46.514824,-29.150175,-57.431034,-42.34662,-7.759067,19.097643,23.228704,7.617962,-12.669981,-22.801126,-17.639736,-3.4547396,8.397816,10.203582,2.630094,-7.0390625,-11.107849
86,-639.10126,241.49962,142.32692,33.301083,-44.948933,-69.99942,-48.344833,-8.132924,20.017824,21.116802,0.936468,-21.859142,-30.559881,-21.25028,-3.1829975,9.596566,8.794332,-2.971291,-15.603989,-19.697939
87,-654.5119,233.3926,156.41786,67.44077,-2.7957232,-34.25393,-28.463276,-3.6856945,17.700695,22.178236,10.359683,-6.689395,-16.76749,-14.667051,-4.2725997,5.67645,8.294505,2.9625187,-5.2652187,-10.074717
88,-656.4724,227.99187,138.9848,38.157215,-36.883728,-64.042,-47.5129,-11.745883,15.726205,19.8706,3.9221673,-16.689226,-26.780764,-21.194296,-6.3763313,6.103456,8.281437,0.72514546,-9.235108,-13.785162
89,-617.0524,230.94688,138.879,33.133614,-44.184494,-71.29413,-53.54116,-15.883911,13.413846,18.684896,3.086017,-17.64847,-27.992807,-22.661655,-8.092091,4.0680842,5.896568,-1.8786095,-11.7608,-15.853349
90,-698.9719,258.99884,157.26077,45.2195,-38.127655,-68.09587,-49.51164,-9.321622,21.885876,27.247498,10.06381,-12.7772455,-24.416391,-18.88695,-3.0104015,10.627591,13.182341,5.0723643,-5.8967047,-11.250104
91,-636.729,261.17255,155.93011,39.68814,-45.974625,-76.048965,-56.238956,-15.097698,15.541856,19.247551,0.624418,-22.061737,-31.633677,-23.264772,-5.454051,8.03839,8.565345,-2.0405388,-14.353703,-19.130836
92,-741.71027,187.69151,112.84189,26.063171,-37.907116,-59.718987,-42.505516,-6.9809747,22.141586,30.047882,17.696226,-2.4299345,-16.265429,-17.026875,-7.8644347,2.3691063,6.2263083,2.3900154,-4.644209,-8.84041
93,-671.2102,265.82297,157.1834,38.020645,-48.607246,-76.858086,-53.548515,-9.130927,23.258186,26.632555,6.294474,-18.312014,-29.127577,-21.036827,-2.9801478,10.766846,11.354875,0.75053036,-11.322584,-15.559543
94,-686.378,239.98172,145.09158,38.34729,-40.521202,-68.24213,-49.46608,-9.49372,22.399782,29.595572,14.455762,-7.431239,-19.939854,-16.747286,-3.4016426,8.706079,11.198437,4.054484,-5.8307686,-10.717122
95,-643.0186,261.93552,156.67384,40.489513,-44.92468,-74.25291,-53.536934,-11.539508,20.022528,24.399944,5.9463854,-17.258984,-28.024189,-21.140236,-4.7102485,7.913608,8.279359,-1.9460928,-13.661648,-17.95654
96,-706.5777,225.89502,139.0203,39.9798,-33.745514,-60.812016,-44.87556,-9.203928,19.199121,24.98593,10.400453,-10.124068,-21.416094,-17.617212,-4.095681,8.276673,11.427727,5.110135,-4.244585,-9.2038
97,-641.33923,253.77647,153.21074,42.149982,-38.930565,-66.66,-46.836388,-7.0483737,22.183514,24.905113,5.7729435,-17.452337,-28.083685,-21.10752,-4.449467,8.787642,10.230006,1.326174,-9.2979355,-13.184964
98,-624.14716,225.49365,145.79034,55.689228,-13.010612,-40.849274,-30.343546,-0.99783003,23.605326,29.481813,17.565943,-0.3651535,-11.376751,-9.9155445,-0.0042393566,9.370561,11.263756,5.1973963,-3.523159,-8.425638
99,-586.4885,211.49652,124.42369,28.184185,-43.395462,-69.30548,-52.76573,-16.046421,14.396472,22.778088,10.25974,-9.87329,-22.963106,-22.27219,-11.504492,0.013980471,4.744173,1.708317,-4.328906,-7.5179596
100,-673.2537,249.97147,145.1349,29.707766,-53.08643,-80.472755,-58.83557,-16.663116,14.404128,17.797201,-1.44091,-24.532097,-34.21117,-25.67555,-7.50614,6.398229,7.299365,-3.0184453,-15.082154,-19.61185
101,-609.1699,249.3213,151.91783,41.74032,-39.78199,-68.87936,-50.964424,-12.358307,17.29242,22.0222,5.462261,-15.858142,-25.932917,-19.69227,-4.3762345,7.6051917,8.207379,-1.2028123,-12.253624,-16.57896
102,-677.02496,212.81937,124.97607,26.416819,-43.119484,-63.0769,-38.858086,3.998032,36.638714,42.97835,25.795126,1.0981992,-14.449162,-13.920972,-2.3338866,9.158228,12.077763,5.888462,-3.1836169,-7.846289
103,-746.0962,251.66035,149.02919,33.98538,-49.578945,-76.97949,-54.83326,-12.093486,19.307196,22.87252,3.544903,-20.071196,-30.542744,-22.782223,-5.150276,8.609127,9.798453,0.096254066,-11.305074,-15.453995
104,-731.0969,209.80173,123.27603,25.401217,-44.106945,-64.99827,-42.946877,-2.876788,27.40572,32.82175,16.54963,-5.830723,-18.533655,-15.693459,-3.007101,8.50075,10.970253,4.5711584,-4.084969,-7.890391
105,-682.4067,215.48189,125.81039,25.342915,-46.893158,-68.288864,-44.833344,-3.0296624,27.966042,33.094563,16.747255,-4.181055,-13.718351,-7.0943604,8.18622,19.69561,19.552576,9.323445,-2.4512885,-7.3265877
106,-585.0737,221.78938,134.43086,37.28254,-36.430424,-65.50179,-52.85172,-19.985937,7.602838,15.227507,4.409936,-12.16344,-21.177156,-17.77333,-7.0989556,1.2186925,0.7688865,-7.3550878,-16.14275,-18.4449
107,-722.2887,213.12976,135.52573,47.460712,-19.464542,-45.65991,-34.15286,-4.878938,18.827559,23.569336,10.886946,-7.056395,-17.421047,-15.062535,-4.357454,5.561789,7.8592896,2.3075538,-5.7130675,-9.949806
108,-632.4405,186.7709,113.80066,29.755495,-32.839233,-56.448246,-43.999836,-14.515449,9.508154,15.009982,3.3878083,-13.703614,-23.724823,-21.420118,-10.701642,-0.25713092,3.0935075,-1.2731543,-8.43701,-12.420852
109,-703.1599,126.22978,70.94621,6.7131896,-39.833046,-53.084076,-34.94989,-1.7603781,25.93877,34.493347,23.048931,1.7193451,-15.887144,-20.788143,-12.745106,1.2736272,12.411583,15.272124,10.195686,1.7620425
110,-660.1918,232.91592,141.55826,40.502098,-34.728138,-61.6192,-43.656246,-4.3761683,28.197308,37.792854,25.796148,6.261657,-5.621171,-3.560389,7.5874457,17.376865,17.978191,9.30639,-2.0296693,-8.401503
111,-582.90234,231.47827,136.38397,31.49159,-45.603077,-72.45233,-54.332916,-16.848595,11.2917185,15.135108,-1.1087093,-21.061514,-29.194473,-21.0753,-4.411862,8.251999,9.000681,-0.65089333,-12.120454,-16.824862
112,-602.56537,235.01633,142.24908,37.861916,-39.646503,-68.0413,-51.492672,-14.799558,13.9785595,19.270742,3.7840102,-17.175655,-28.226187,-23.784794,-9.783883,2.5474133,5.346679,-1.0759405,-9.87122,-13.691275
113,-624.23474,261.6835,153.80177,35.245823,-50.75848,-78.84187,-55.663815,-11.3460455,20.865059,24.200111,4.0513253,-20.155981,-30.3892,-21.758799,-3.3752644,10.387835,10.697606,-0.2897376,-12.598928,-16.7478
114,-680.9282,237.01044,143.44356,38.751835,-37.5296,-63.760597,-44.536774,-5.206564,25.251493,31.179556,15.729439,-5.249072,-15.928471,-11.039438,2.8340158,13.97889,14.46537,5.2759166,-5.6554866,-10.178176
115,-668.38556,244.12181,146.77638,37.955406,-41.734962,-69.08037,-49.57808,-9.869098,20.124395,24.577406,7.405474,-14.535588,-24.879036,-18.412577,-2.4897463,10.29369,11.658876,2.737875,-8.17276,-12.612118
116,-654.05035,270.6032,159.00835,36.241886,-53.003586,-81.943436,-57.835644,-12.066484,21.218147,24.661116,3.9634504,-20.827604,-31.21813,-22.269518,-3.406645,10.629679,10.913638,-0.23067176,-12.63944,-16.738634
117,-601.3621,232.45993,139.01814,34.72044,-42.582886,-70.78521,-54.068703,-16.927258,12.323784,18.069849,3.0531952,-17.364632,-27.69944,-22.516275,-7.945414,4.5856996,6.9980826,-0.32125333,-10.239935,-15.093593
118,-660.19666,237.23334,138.9438,28.4235,-51.54928,-76.07489,-51.153263,-5.268831,29.782187,37.05276,20.518478,-2.0714183,-13.443943,-7.932281,7.049041,18.530643,17.994173,6.7616477,-6.351714,-12.346365
119,-609.2612,258.36697,150.21219,33.518288,-50.168716,-77.85483,-54.892605,-11.302215,20.278723,23.51879,3.5437176,-20.511473,-30.969994,-23.006319,-5.3734007,7.9739122,8.466706,-1.9164019,-13.624098,-17.6404
